Starting training for 20000 steps...
Output directory: ./outputs_olmoearth
W&B logging enabled - Project: alpha-earth-foundations, Run: first-2026-02-08
Training:   0%|                                                                                                         | 0/20000 [00:00<?, ?step/s]/root/alphaearth-foundations/src/alphaearth/training.py:165: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  self.loss_history['total'].append(float(loss))
Training:   2%|▉                                                        | 319/20000 [28:32<39:47,  8.24step/s, recon_loss=0.1320, total_loss=0.1753]

step 00020/20000 (0.1%) | total 0.2635 | recon 0.2136 | uni 0.9986 | cons 0.0001 | clip 0.0000 | ETA: 390.42h (0.01 steps/s)
step 06740/20000 (33.7%) | total 0.0967 | recon 0.0955 | uni 0.0117 | cons 0.0307 | clip 0.0000 | ETA: 1.43h (2.57 steps/s)

step 06760/20000 (33.8%) | total 0.0800 | recon 0.0778 | uni 0.0136 | cons 0.0741 | clip 0.0000 | ETA: 1.43h (2.58 steps/s)

step 06780/20000 (33.9%) | total 0.0817 | recon 0.0808 | uni 0.0161 | cons -0.0000 | clip 0.0000 | ETA: 1.42h (2.58 steps/s)

step 06800/20000 (34.0%) | total 0.0449 | recon 0.0427 | uni 0.0152 | cons 0.0695 | clip 0.0000 | ETA: 1.42h (2.59 steps/s)

step 06820/20000 (34.1%) | total 0.0442 | recon 0.0435 | uni 0.0141 | cons -0.0000 | clip 0.0000 | ETA: 1.41h (2.59 steps/s)

step 06840/20000 (34.2%) | total 0.0338 | recon 0.0330 | uni 0.0164 | cons -0.0000 | clip 0.0000 | ETA: 1.41h (2.60 steps/s)

step 06860/20000 (34.3%) | total 0.0787 | recon 0.0782 | uni 0.0111 | cons -0.0000 | clip 0.0000 | ETA: 1.40h (2.60 steps/s)

step 06880/20000 (34.4%) | total 0.0681 | recon 0.0632 | uni 0.0439 | cons 0.1313 | clip 0.0000 | ETA: 1.40h (2.61 steps/s)

step 06900/20000 (34.5%) | total 0.0359 | recon 0.0347 | uni 0.0240 | cons -0.0000 | clip 0.0000 | ETA: 1.39h (2.61 steps/s)

step 06920/20000 (34.6%) | total 0.1050 | recon 0.1024 | uni 0.0226 | cons 0.0732 | clip 0.0000 | ETA: 1.39h (2.62 steps/s)

step 06940/20000 (34.7%) | total 0.1043 | recon 0.1038 | uni 0.0104 | cons -0.0000 | clip 0.0000 | ETA: 1.38h (2.62 steps/s)

step 06960/20000 (34.8%) | total 0.0442 | recon 0.0435 | uni 0.0137 | cons -0.0000 | clip 0.0000 | ETA: 1.38h (2.63 steps/s)

step 06980/20000 (34.9%) | total 0.0524 | recon 0.0513 | uni 0.0221 | cons -0.0000 | clip 0.0000 | ETA: 1.37h (2.63 steps/s)

step 07000/20000 (35.0%) | total 0.0390 | recon 0.0373 | uni 0.0349 | cons -0.0000 | clip 0.0000 | ETA: 1.37h (2.64 steps/s)

step 07020/20000 (35.1%) | total 0.0447 | recon 0.0435 | uni 0.0250 | cons -0.0000 | clip 0.0000 | ETA: 1.37h (2.63 steps/s)

step 07040/20000 (35.2%) | total 0.0841 | recon 0.0830 | uni 0.0226 | cons -0.0000 | clip 0.0000 | ETA: 1.36h (2.64 steps/s)

step 07060/20000 (35.3%) | total 0.1003 | recon 0.0967 | uni 0.0290 | cons 0.1052 | clip 0.0000 | ETA: 1.36h (2.64 steps/s)

step 07080/20000 (35.4%) | total 0.1026 | recon 0.1015 | uni 0.0087 | cons 0.0306 | clip 0.0000 | ETA: 1.35h (2.65 steps/s)

step 07100/20000 (35.5%) | total 0.0646 | recon 0.0630 | uni 0.0158 | cons 0.0402 | clip 0.0000 | ETA: 1.35h (2.65 steps/s)

step 07120/20000 (35.6%) | total 0.0478 | recon 0.0470 | uni 0.0145 | cons -0.0000 | clip 0.0000 | ETA: 1.35h (2.66 steps/s)

step 07140/20000 (35.7%) | total 0.0432 | recon 0.0424 | uni 0.0162 | cons -0.0000 | clip 0.0000 | ETA: 1.34h (2.66 steps/s)

step 07160/20000 (35.8%) | total 0.0966 | recon 0.0961 | uni 0.0110 | cons -0.0000 | clip 0.0000 | ETA: 1.34h (2.67 steps/s)

step 07180/20000 (35.9%) | total 0.0525 | recon 0.0512 | uni 0.0108 | cons 0.0356 | clip 0.0000 | ETA: 1.33h (2.67 steps/s)

step 07200/20000 (36.0%) | total 0.1117 | recon 0.1103 | uni 0.0156 | cons 0.0338 | clip 0.0000 | ETA: 1.33h (2.68 steps/s)

step 07220/20000 (36.1%) | total 0.1253 | recon 0.1233 | uni 0.0188 | cons 0.0508 | clip 0.0000 | ETA: 1.32h (2.68 steps/s)

step 07240/20000 (36.2%) | total 0.0590 | recon 0.0582 | uni 0.0152 | cons -0.0000 | clip 0.0000 | ETA: 1.32h (2.69 steps/s)

step 07260/20000 (36.3%) | total 0.0341 | recon 0.0328 | uni 0.0246 | cons -0.0000 | clip 0.0000 | ETA: 1.32h (2.69 steps/s)

step 07280/20000 (36.4%) | total 0.0513 | recon 0.0507 | uni 0.0130 | cons -0.0000 | clip 0.0000 | ETA: 1.31h (2.70 steps/s)

step 07300/20000 (36.5%) | total 0.1206 | recon 0.1200 | uni 0.0133 | cons -0.0000 | clip 0.0000 | ETA: 1.31h (2.70 steps/s)

step 07320/20000 (36.6%) | total 0.0362 | recon 0.0345 | uni 0.0306 | cons 0.0092 | clip 0.0000 | ETA: 1.30h (2.71 steps/s)

step 07340/20000 (36.7%) | total 0.0484 | recon 0.0478 | uni 0.0138 | cons -0.0000 | clip 0.0000 | ETA: 1.30h (2.71 steps/s)

step 07360/20000 (36.8%) | total 0.0611 | recon 0.0590 | uni 0.0185 | cons 0.0632 | clip 0.0000 | ETA: 1.29h (2.71 steps/s)

step 07380/20000 (36.9%) | total 0.1099 | recon 0.1091 | uni 0.0150 | cons -0.0000 | clip 0.0000 | ETA: 1.29h (2.72 steps/s)

step 07400/20000 (37.0%) | total 0.0647 | recon 0.0639 | uni 0.0094 | cons 0.0164 | clip 0.0000 | ETA: 1.28h (2.72 steps/s)

step 07420/20000 (37.1%) | total 0.0655 | recon 0.0646 | uni 0.0192 | cons -0.0000 | clip 0.0000 | ETA: 1.28h (2.73 steps/s)

step 07440/20000 (37.2%) | total 0.0643 | recon 0.0634 | uni 0.0193 | cons -0.0000 | clip 0.0000 | ETA: 1.28h (2.73 steps/s)

step 07460/20000 (37.3%) | total 0.0566 | recon 0.0545 | uni 0.0148 | cons 0.0679 | clip 0.0000 | ETA: 1.27h (2.74 steps/s)

step 07480/20000 (37.4%) | total 0.0782 | recon 0.0772 | uni 0.0100 | cons 0.0244 | clip 0.0000 | ETA: 1.27h (2.74 steps/s)

step 07500/20000 (37.5%) | total 0.0529 | recon 0.0526 | uni 0.0076 | cons -0.0000 | clip 0.0000 | ETA: 1.26h (2.75 steps/s)

step 07520/20000 (37.6%) | total 0.0623 | recon 0.0615 | uni 0.0120 | cons 0.0079 | clip 0.0000 | ETA: 1.26h (2.75 steps/s)

step 07540/20000 (37.7%) | total 0.0629 | recon 0.0625 | uni 0.0089 | cons -0.0000 | clip 0.0000 | ETA: 1.26h (2.76 steps/s)

step 07560/20000 (37.8%) | total 0.0438 | recon 0.0416 | uni 0.0185 | cons 0.0625 | clip 0.0000 | ETA: 1.25h (2.76 steps/s)

step 07580/20000 (37.9%) | total 0.0572 | recon 0.0565 | uni 0.0145 | cons -0.0000 | clip 0.0000 | ETA: 1.25h (2.77 steps/s)

step 07600/20000 (38.0%) | total 0.0790 | recon 0.0772 | uni 0.0145 | cons 0.0561 | clip 0.0000 | ETA: 1.24h (2.77 steps/s)

step 07620/20000 (38.1%) | total 0.0598 | recon 0.0589 | uni 0.0184 | cons -0.0000 | clip 0.0000 | ETA: 1.24h (2.77 steps/s)

step 07640/20000 (38.2%) | total 0.0755 | recon 0.0746 | uni 0.0183 | cons -0.0000 | clip 0.0000 | ETA: 1.24h (2.78 steps/s)

step 07660/20000 (38.3%) | total 0.0369 | recon 0.0355 | uni 0.0132 | cons 0.0376 | clip 0.0000 | ETA: 1.23h (2.78 steps/s)

step 07680/20000 (38.4%) | total 0.0629 | recon 0.0614 | uni 0.0100 | cons 0.0497 | clip 0.0000 | ETA: 1.23h (2.79 steps/s)

step 07700/20000 (38.5%) | total 0.0272 | recon 0.0250 | uni 0.0145 | cons 0.0739 | clip 0.0000 | ETA: 1.22h (2.79 steps/s)

step 07720/20000 (38.6%) | total 0.0461 | recon 0.0455 | uni 0.0115 | cons -0.0000 | clip 0.0000 | ETA: 1.22h (2.80 steps/s)

step 07740/20000 (38.7%) | total 0.1118 | recon 0.1097 | uni 0.0203 | cons 0.0537 | clip 0.0000 | ETA: 1.22h (2.80 steps/s)

step 07760/20000 (38.8%) | total 0.1303 | recon 0.1295 | uni 0.0173 | cons -0.0000 | clip 0.0000 | ETA: 1.21h (2.81 steps/s)

step 07780/20000 (38.9%) | total 0.0786 | recon 0.0762 | uni 0.0176 | cons 0.0765 | clip 0.0000 | ETA: 1.21h (2.81 steps/s)

step 07800/20000 (39.0%) | total 0.1020 | recon 0.1005 | uni 0.0309 | cons -0.0000 | clip 0.0000 | ETA: 1.20h (2.82 steps/s)

step 07820/20000 (39.1%) | total 0.0333 | recon 0.0328 | uni 0.0118 | cons -0.0000 | clip 0.0000 | ETA: 1.20h (2.82 steps/s)

step 07840/20000 (39.2%) | total 0.1058 | recon 0.1041 | uni 0.0120 | cons 0.0545 | clip 0.0000 | ETA: 1.20h (2.82 steps/s)

step 07860/20000 (39.3%) | total 0.0397 | recon 0.0388 | uni 0.0097 | cons 0.0187 | clip 0.0000 | ETA: 1.19h (2.83 steps/s)

step 07880/20000 (39.4%) | total 0.0301 | recon 0.0274 | uni 0.0128 | cons 0.1059 | clip 0.0000 | ETA: 1.19h (2.83 steps/s)

step 07900/20000 (39.5%) | total 0.0649 | recon 0.0637 | uni 0.0256 | cons -0.0000 | clip 0.0000 | ETA: 1.18h (2.84 steps/s)

step 07920/20000 (39.6%) | total 0.0416 | recon 0.0406 | uni 0.0190 | cons -0.0000 | clip 0.0000 | ETA: 1.18h (2.84 steps/s)

step 07940/20000 (39.7%) | total 0.0608 | recon 0.0603 | uni 0.0108 | cons -0.0000 | clip 0.0000 | ETA: 1.18h (2.85 steps/s)

step 07960/20000 (39.8%) | total 0.0448 | recon 0.0437 | uni 0.0126 | cons 0.0226 | clip 0.0000 | ETA: 1.17h (2.85 steps/s)

step 07980/20000 (39.9%) | total 0.0436 | recon 0.0430 | uni 0.0118 | cons -0.0000 | clip 0.0000 | ETA: 1.17h (2.86 steps/s)

step 08000/20000 (40.0%) | total 0.0356 | recon 0.0348 | uni 0.0151 | cons -0.0000 | clip 0.0000 | ETA: 1.17h (2.86 steps/s)

step 08020/20000 (40.1%) | total 0.0387 | recon 0.0380 | uni 0.0139 | cons -0.0000 | clip 0.0000 | ETA: 1.16h (2.86 steps/s)

step 08040/20000 (40.2%) | total 0.0390 | recon 0.0383 | uni 0.0138 | cons -0.0000 | clip 0.0000 | ETA: 1.16h (2.86 steps/s)

step 08060/20000 (40.3%) | total 0.1616 | recon 0.1611 | uni 0.0112 | cons -0.0000 | clip 0.0000 | ETA: 1.16h (2.87 steps/s)

step 08080/20000 (40.4%) | total 0.0421 | recon 0.0401 | uni 0.0296 | cons 0.0247 | clip 0.0000 | ETA: 1.15h (2.87 steps/s)

step 08100/20000 (40.5%) | total 0.0614 | recon 0.0606 | uni 0.0166 | cons -0.0000 | clip 0.0000 | ETA: 1.15h (2.87 steps/s)

step 08120/20000 (40.6%) | total 0.0517 | recon 0.0489 | uni 0.0191 | cons 0.0937 | clip 0.0000 | ETA: 1.15h (2.88 steps/s)

step 08140/20000 (40.7%) | total 0.0668 | recon 0.0659 | uni 0.0180 | cons -0.0000 | clip 0.0000 | ETA: 1.14h (2.88 steps/s)

step 08160/20000 (40.8%) | total 0.0438 | recon 0.0432 | uni 0.0133 | cons -0.0000 | clip 0.0000 | ETA: 1.14h (2.89 steps/s)

step 08180/20000 (40.9%) | total 0.0580 | recon 0.0573 | uni 0.0137 | cons -0.0000 | clip 0.0000 | ETA: 1.14h (2.89 steps/s)

step 08200/20000 (41.0%) | total 0.0663 | recon 0.0643 | uni 0.0410 | cons -0.0000 | clip 0.0000 | ETA: 1.13h (2.90 steps/s)

step 08220/20000 (41.1%) | total 0.0412 | recon 0.0405 | uni 0.0135 | cons -0.0000 | clip 0.0000 | ETA: 1.13h (2.90 steps/s)

step 08240/20000 (41.2%) | total 0.0545 | recon 0.0519 | uni 0.0161 | cons 0.0932 | clip 0.0000 | ETA: 1.12h (2.90 steps/s)

step 08260/20000 (41.3%) | total 0.1344 | recon 0.1328 | uni 0.0172 | cons 0.0408 | clip 0.0000 | ETA: 1.12h (2.91 steps/s)

step 08280/20000 (41.4%) | total 0.0579 | recon 0.0573 | uni 0.0113 | cons -0.0000 | clip 0.0000 | ETA: 1.12h (2.91 steps/s)

step 08300/20000 (41.5%) | total 0.1049 | recon 0.1037 | uni 0.0237 | cons -0.0000 | clip 0.0000 | ETA: 1.11h (2.92 steps/s)

step 08320/20000 (41.6%) | total 0.0991 | recon 0.0964 | uni 0.0279 | cons 0.0654 | clip 0.0000 | ETA: 1.11h (2.92 steps/s)

step 08340/20000 (41.7%) | total 0.0411 | recon 0.0396 | uni 0.0201 | cons 0.0234 | clip 0.0000 | ETA: 1.11h (2.93 steps/s)

step 08360/20000 (41.8%) | total 0.0668 | recon 0.0661 | uni 0.0130 | cons -0.0000 | clip 0.0000 | ETA: 1.10h (2.93 steps/s)

step 08380/20000 (41.9%) | total 0.1104 | recon 0.1098 | uni 0.0132 | cons -0.0000 | clip 0.0000 | ETA: 1.10h (2.93 steps/s)

step 08400/20000 (42.0%) | total 0.0792 | recon 0.0787 | uni 0.0098 | cons -0.0000 | clip 0.0000 | ETA: 1.10h (2.94 steps/s)

step 08420/20000 (42.1%) | total 0.0465 | recon 0.0449 | uni 0.0107 | cons 0.0532 | clip 0.0000 | ETA: 1.09h (2.94 steps/s)

step 08440/20000 (42.2%) | total 0.0854 | recon 0.0834 | uni 0.0095 | cons 0.0735 | clip 0.0000 | ETA: 1.09h (2.95 steps/s)

step 08460/20000 (42.3%) | total 0.0334 | recon 0.0324 | uni 0.0216 | cons -0.0000 | clip 0.0000 | ETA: 1.09h (2.95 steps/s)

step 08480/20000 (42.4%) | total 0.1319 | recon 0.1290 | uni 0.0206 | cons 0.0943 | clip 0.0000 | ETA: 1.08h (2.96 steps/s)

step 08500/20000 (42.5%) | total 0.0612 | recon 0.0585 | uni 0.0227 | cons 0.0758 | clip 0.0000 | ETA: 1.08h (2.96 steps/s)

step 08520/20000 (42.6%) | total 0.1412 | recon 0.1396 | uni 0.0190 | cons 0.0306 | clip 0.0000 | ETA: 1.08h (2.96 steps/s)

step 08540/20000 (42.7%) | total 0.0430 | recon 0.0424 | uni 0.0100 | cons 0.0043 | clip 0.0000 | ETA: 1.07h (2.97 steps/s)

step 08560/20000 (42.8%) | total 0.0264 | recon 0.0236 | uni 0.0176 | cons 0.0924 | clip 0.0000 | ETA: 1.07h (2.97 steps/s)

step 08580/20000 (42.9%) | total 0.0744 | recon 0.0729 | uni 0.0118 | cons 0.0469 | clip 0.0000 | ETA: 1.07h (2.98 steps/s)

step 08600/20000 (43.0%) | total 0.0577 | recon 0.0570 | uni 0.0142 | cons -0.0000 | clip 0.0000 | ETA: 1.06h (2.98 steps/s)

step 08620/20000 (43.1%) | total 0.0423 | recon 0.0417 | uni 0.0116 | cons -0.0000 | clip 0.0000 | ETA: 1.06h (2.98 steps/s)

step 08640/20000 (43.2%) | total 0.0699 | recon 0.0681 | uni 0.0130 | cons 0.0556 | clip 0.0000 | ETA: 1.06h (2.99 steps/s)

step 08660/20000 (43.3%) | total 0.0422 | recon 0.0416 | uni 0.0114 | cons -0.0000 | clip 0.0000 | ETA: 1.05h (2.99 steps/s)

step 08680/20000 (43.4%) | total 0.0557 | recon 0.0549 | uni 0.0160 | cons -0.0000 | clip 0.0000 | ETA: 1.05h (3.00 steps/s)

step 08700/20000 (43.5%) | total 0.0394 | recon 0.0388 | uni 0.0114 | cons -0.0000 | clip 0.0000 | ETA: 1.05h (3.00 steps/s)

step 08720/20000 (43.6%) | total 0.0608 | recon 0.0603 | uni 0.0112 | cons -0.0000 | clip 0.0000 | ETA: 1.04h (3.00 steps/s)

step 08740/20000 (43.7%) | total 0.0993 | recon 0.0962 | uni 0.0226 | cons 0.0974 | clip 0.0000 | ETA: 1.04h (3.01 steps/s)

step 08760/20000 (43.8%) | total 0.0386 | recon 0.0373 | uni 0.0257 | cons -0.0000 | clip 0.0000 | ETA: 1.04h (3.01 steps/s)

step 08780/20000 (43.9%) | total 0.0275 | recon 0.0245 | uni 0.0132 | cons 0.1174 | clip 0.0000 | ETA: 1.03h (3.02 steps/s)

step 08800/20000 (44.0%) | total 0.0470 | recon 0.0461 | uni 0.0178 | cons -0.0000 | clip 0.0000 | ETA: 1.03h (3.02 steps/s)

step 08820/20000 (44.1%) | total 0.0739 | recon 0.0735 | uni 0.0070 | cons -0.0000 | clip 0.0000 | ETA: 1.03h (3.03 steps/s)

step 08840/20000 (44.2%) | total 0.0435 | recon 0.0423 | uni 0.0100 | cons 0.0367 | clip 0.0000 | ETA: 1.02h (3.03 steps/s)

step 08860/20000 (44.3%) | total 0.0815 | recon 0.0809 | uni 0.0119 | cons -0.0000 | clip 0.0000 | ETA: 1.02h (3.03 steps/s)

step 08880/20000 (44.4%) | total 0.0676 | recon 0.0669 | uni 0.0144 | cons -0.0000 | clip 0.0000 | ETA: 1.02h (3.04 steps/s)

step 08900/20000 (44.5%) | total 0.0575 | recon 0.0570 | uni 0.0098 | cons -0.0000 | clip 0.0000 | ETA: 1.01h (3.04 steps/s)

step 08920/20000 (44.6%) | total 0.0370 | recon 0.0365 | uni 0.0100 | cons -0.0000 | clip 0.0000 | ETA: 1.01h (3.05 steps/s)

step 08940/20000 (44.7%) | total 0.1079 | recon 0.1059 | uni 0.0157 | cons 0.0599 | clip 0.0000 | ETA: 1.01h (3.05 steps/s)

step 08960/20000 (44.8%) | total 0.0317 | recon 0.0299 | uni 0.0094 | cons 0.0627 | clip 0.0000 | ETA: 1.00h (3.05 steps/s)

step 08980/20000 (44.9%) | total 0.0736 | recon 0.0729 | uni 0.0135 | cons -0.0000 | clip 0.0000 | ETA: 1.00h (3.06 steps/s)

step 09000/20000 (45.0%) | total 0.0516 | recon 0.0507 | uni 0.0097 | cons 0.0212 | clip 0.0000 | ETA: 1.00h (3.06 steps/s)

step 09020/20000 (45.1%) | total 0.1077 | recon 0.1056 | uni 0.0131 | cons 0.0746 | clip 0.0000 | ETA: 1.00h (3.06 steps/s)

step 09040/20000 (45.2%) | total 0.0833 | recon 0.0829 | uni 0.0092 | cons -0.0000 | clip 0.0000 | ETA: 0.99h (3.06 steps/s)

step 09060/20000 (45.3%) | total 0.0609 | recon 0.0597 | uni 0.0146 | cons 0.0241 | clip 0.0000 | ETA: 0.99h (3.07 steps/s)

step 09080/20000 (45.4%) | total 0.0376 | recon 0.0371 | uni 0.0103 | cons -0.0000 | clip 0.0000 | ETA: 0.99h (3.07 steps/s)

step 09100/20000 (45.5%) | total 0.1145 | recon 0.1124 | uni 0.0230 | cons 0.0480 | clip 0.0000 | ETA: 0.99h (3.07 steps/s)

step 09120/20000 (45.6%) | total 0.0530 | recon 0.0510 | uni 0.0107 | cons 0.0746 | clip 0.0000 | ETA: 0.98h (3.08 steps/s)

step 09140/20000 (45.7%) | total 0.0922 | recon 0.0901 | uni 0.0136 | cons 0.0729 | clip 0.0000 | ETA: 0.98h (3.08 steps/s)

step 09160/20000 (45.8%) | total 0.0643 | recon 0.0634 | uni 0.0118 | cons 0.0141 | clip 0.0000 | ETA: 0.98h (3.09 steps/s)

step 09180/20000 (45.9%) | total 0.0620 | recon 0.0612 | uni 0.0155 | cons -0.0000 | clip 0.0000 | ETA: 0.97h (3.09 steps/s)

step 09200/20000 (46.0%) | total 0.0365 | recon 0.0355 | uni 0.0191 | cons -0.0000 | clip 0.0000 | ETA: 0.97h (3.09 steps/s)

step 09220/20000 (46.1%) | total 0.0547 | recon 0.0535 | uni 0.0233 | cons -0.0000 | clip 0.0000 | ETA: 0.97h (3.10 steps/s)

step 09240/20000 (46.2%) | total 0.0350 | recon 0.0344 | uni 0.0126 | cons -0.0000 | clip 0.0000 | ETA: 0.96h (3.10 steps/s)

step 09260/20000 (46.3%) | total 0.0555 | recon 0.0546 | uni 0.0080 | cons 0.0262 | clip 0.0000 | ETA: 0.96h (3.10 steps/s)

step 09280/20000 (46.4%) | total 0.0267 | recon 0.0253 | uni 0.0078 | cons 0.0497 | clip 0.0000 | ETA: 0.96h (3.11 steps/s)

step 09300/20000 (46.5%) | total 0.1096 | recon 0.1092 | uni 0.0083 | cons -0.0000 | clip 0.0000 | ETA: 0.96h (3.11 steps/s)

step 09320/20000 (46.6%) | total 0.0662 | recon 0.0658 | uni 0.0077 | cons -0.0000 | clip 0.0000 | ETA: 0.95h (3.12 steps/s)

step 09340/20000 (46.7%) | total 0.0823 | recon 0.0818 | uni 0.0093 | cons -0.0000 | clip 0.0000 | ETA: 0.95h (3.12 steps/s)

step 09360/20000 (46.8%) | total 0.0267 | recon 0.0255 | uni 0.0083 | cons 0.0410 | clip 0.0000 | ETA: 0.95h (3.12 steps/s)

step 09380/20000 (46.9%) | total 0.0238 | recon 0.0235 | uni 0.0062 | cons -0.0000 | clip 0.0000 | ETA: 0.94h (3.13 steps/s)

step 09400/20000 (47.0%) | total 0.0603 | recon 0.0596 | uni 0.0095 | cons 0.0089 | clip 0.0000 | ETA: 0.94h (3.13 steps/s)

step 09420/20000 (47.1%) | total 0.0626 | recon 0.0606 | uni 0.0162 | cons 0.0569 | clip 0.0000 | ETA: 0.94h (3.14 steps/s)

step 09440/20000 (47.2%) | total 0.0375 | recon 0.0368 | uni 0.0122 | cons -0.0000 | clip 0.0000 | ETA: 0.93h (3.14 steps/s)

step 09460/20000 (47.3%) | total 0.0439 | recon 0.0426 | uni 0.0097 | cons 0.0402 | clip 0.0000 | ETA: 0.93h (3.14 steps/s)

step 09480/20000 (47.4%) | total 0.0540 | recon 0.0532 | uni 0.0152 | cons -0.0000 | clip 0.0000 | ETA: 0.93h (3.15 steps/s)

step 09500/20000 (47.5%) | total 0.0449 | recon 0.0443 | uni 0.0123 | cons -0.0000 | clip 0.0000 | ETA: 0.93h (3.15 steps/s)

step 09520/20000 (47.6%) | total 0.1038 | recon 0.1031 | uni 0.0139 | cons -0.0000 | clip 0.0000 | ETA: 0.92h (3.15 steps/s)

step 09540/20000 (47.7%) | total 0.0659 | recon 0.0646 | uni 0.0118 | cons 0.0366 | clip 0.0000 | ETA: 0.92h (3.16 steps/s)

step 09560/20000 (47.8%) | total 0.0394 | recon 0.0382 | uni 0.0105 | cons 0.0309 | clip 0.0000 | ETA: 0.92h (3.16 steps/s)

step 09580/20000 (47.9%) | total 0.0628 | recon 0.0579 | uni 0.0419 | cons 0.1409 | clip 0.0000 | ETA: 0.91h (3.16 steps/s)

step 09600/20000 (48.0%) | total 0.0766 | recon 0.0760 | uni 0.0124 | cons -0.0000 | clip 0.0000 | ETA: 0.91h (3.17 steps/s)

step 09620/20000 (48.1%) | total 0.0573 | recon 0.0567 | uni 0.0109 | cons -0.0000 | clip 0.0000 | ETA: 0.91h (3.17 steps/s)

step 09640/20000 (48.2%) | total 0.0334 | recon 0.0322 | uni 0.0110 | cons 0.0350 | clip 0.0000 | ETA: 0.91h (3.18 steps/s)

step 09660/20000 (48.3%) | total 0.0791 | recon 0.0776 | uni 0.0137 | cons 0.0440 | clip 0.0000 | ETA: 0.90h (3.18 steps/s)

step 09680/20000 (48.4%) | total 0.0581 | recon 0.0577 | uni 0.0071 | cons -0.0000 | clip 0.0000 | ETA: 0.90h (3.18 steps/s)

step 09700/20000 (48.5%) | total 0.0196 | recon 0.0189 | uni 0.0139 | cons -0.0000 | clip 0.0000 | ETA: 0.90h (3.19 steps/s)

step 09720/20000 (48.6%) | total 0.0565 | recon 0.0551 | uni 0.0098 | cons 0.0452 | clip 0.0000 | ETA: 0.89h (3.19 steps/s)

step 09740/20000 (48.7%) | total 0.0735 | recon 0.0711 | uni 0.0158 | cons 0.0795 | clip 0.0000 | ETA: 0.89h (3.19 steps/s)

step 09760/20000 (48.8%) | total 0.0755 | recon 0.0746 | uni 0.0086 | cons 0.0244 | clip 0.0000 | ETA: 0.89h (3.20 steps/s)

step 09780/20000 (48.9%) | total 0.0474 | recon 0.0468 | uni 0.0109 | cons -0.0000 | clip 0.0000 | ETA: 0.89h (3.20 steps/s)

step 09800/20000 (49.0%) | total 0.0490 | recon 0.0449 | uni 0.0159 | cons 0.1686 | clip 0.0000 | ETA: 0.88h (3.21 steps/s)

step 09820/20000 (49.1%) | total 0.0759 | recon 0.0748 | uni 0.0083 | cons 0.0363 | clip 0.0000 | ETA: 0.88h (3.21 steps/s)

step 09840/20000 (49.2%) | total 0.0726 | recon 0.0721 | uni 0.0114 | cons -0.0000 | clip 0.0000 | ETA: 0.88h (3.21 steps/s)

step 09860/20000 (49.3%) | total 0.0416 | recon 0.0389 | uni 0.0130 | cons 0.1038 | clip 0.0000 | ETA: 0.88h (3.22 steps/s)

step 09880/20000 (49.4%) | total 0.0678 | recon 0.0667 | uni 0.0156 | cons 0.0151 | clip 0.0000 | ETA: 0.87h (3.22 steps/s)

step 09900/20000 (49.5%) | total 0.0415 | recon 0.0407 | uni 0.0086 | cons 0.0218 | clip 0.0000 | ETA: 0.87h (3.22 steps/s)

step 09920/20000 (49.6%) | total 0.0565 | recon 0.0560 | uni 0.0108 | cons -0.0000 | clip 0.0000 | ETA: 0.87h (3.23 steps/s)

step 09940/20000 (49.7%) | total 0.0304 | recon 0.0281 | uni 0.0157 | cons 0.0750 | clip 0.0000 | ETA: 0.86h (3.23 steps/s)

step 09960/20000 (49.8%) | total 0.0715 | recon 0.0699 | uni 0.0090 | cons 0.0600 | clip 0.0000 | ETA: 0.86h (3.23 steps/s)

step 09980/20000 (49.9%) | total 0.1008 | recon 0.0995 | uni 0.0202 | cons 0.0164 | clip 0.0000 | ETA: 0.86h (3.24 steps/s)

step 10000/20000 (50.0%) | total 0.0727 | recon 0.0714 | uni 0.0145 | cons 0.0286 | clip 0.0000 | ETA: 0.86h (3.24 steps/s)

step 10020/20000 (50.1%) | total 0.1206 | recon 0.1185 | uni 0.0164 | cons 0.0640 | clip 0.0000 | ETA: 0.86h (3.24 steps/s)

step 10040/20000 (50.2%) | total 0.0689 | recon 0.0685 | uni 0.0094 | cons -0.0000 | clip 0.0000 | ETA: 0.85h (3.24 steps/s)

step 10060/20000 (50.3%) | total 0.0793 | recon 0.0789 | uni 0.0084 | cons -0.0000 | clip 0.0000 | ETA: 0.85h (3.24 steps/s)

step 10080/20000 (50.4%) | total 0.0738 | recon 0.0733 | uni 0.0115 | cons -0.0000 | clip 0.0000 | ETA: 0.85h (3.25 steps/s)

step 10100/20000 (50.5%) | total 0.0328 | recon 0.0320 | uni 0.0163 | cons -0.0000 | clip 0.0000 | ETA: 0.85h (3.25 steps/s)

step 10120/20000 (50.6%) | total 0.0723 | recon 0.0720 | uni 0.0059 | cons -0.0000 | clip 0.0000 | ETA: 0.84h (3.25 steps/s)

